Date,Open,High,Low,Close,Volume
2025-11-03,1392.37,1392.99,1380.09,1390.19,870326
2025-11-04,1373.64,1389.12,1364.21,1369.3,537100
2025-11-05,1334.61,1340.56,1331.67,1335.34,878493
2025-11-06,1329.82,1354.36,1335.61,1338.48,399188
2025-11-07,1324.73,1333.08,1319.23,1322.36,812509
2025-11-10,1289.31,1296.82,1290.03,1293.22,268616
2025-11-11,1274.14,1284.23,1268.68,1279.78,149976
2025-11-12,1261.32,1258.3,1245.58,1258.12,525468
2025-11-13,1287.64,1290.79,1288.85,1289.08,365976
2025-11-14,1310.59,1314.73,1296.8,1305.22,321883
2025-11-17,1300.04,1309.24,1299.94,1304.15,311509
2025-11-18,1329.68,1344.72,1329.76,1332.19,596965
2025-11-19,1338.94,1335.19,1326.93,1332.8,863529
2025-11-20,1316.12,1331.72,1306.82,1314.65,618823
2025-11-21,1335.83,1356.32,1343.61,1343.77,319526
2025-11-24,1355.08,1362.25,1348.27,1353.69,447220
2025-11-25,1339.57,1345.03,1318.85,1331.68,813087
2025-11-26,1324.4,1328.57,1314.51,1326.94,138578
2025-11-27,1311.72,1310.05,1300.8,1308.59,714741
2025-11-28,1276.18,1288.54,1277.56,1280.53,515534
